governance_type,ecological_site,Site,Region,District,Village,surveyNo,a_1_1_Employment_status,a_1_1_weight,a_1_1_weighted,a_1_2_Percentage_of_catch_from_fishing_sold,a_1_2_weight,a_1_2_weighted,a_1_3_Percentage_of_income_from_the_main_activity,a_1_3_weight,a_1_3_weighted,a_1_4_Time_conducting_the_activity,a_1_4_weight,a_1_4_weighted,a_1_Livelihood_sum,a_1_Livelihood_weight,a_1_Livelihood_weighted,a_2_1_Gender,a_2_1_weight,a_2_1_weighted,a_2_2_Years_living_in_the_village,a_2_2_weight,a_2_2_weighted,a_2_3_Percentage_of_children_in_the_family_members,a_2_3_weight,a_2_3_weighted,a_2_4_Family_dependency,a_2_4_weight,a_2_4_weighted,a_2_Demographic_sum,a_2_Demographic_weight,a_2_Demographic_weighted,a_3_1_Appreciation_of_biodiversity,a_3_1_weight,a_3_1_weighted,a_3_2_Identity_and_pride,a_3_2_weight,a_3_2_weighted,a_3_3_Appreciation_of_lifestyle,a_3_3_weight,a_3_3_weighted,a_3_Cultural_sum,a_3_Cultural_weight,a_3_Cultural_weighted,a_4_1_Age,a_4_1_weight,a_4_1_weighted,a_4_2_Food_security_and_wellbeing,a_4_2_weight,a_4_2_weighted,a_4_3_Sense_of_place,a_4_3_weight,a_4_3_weighted,a_4_health_sum,a_4_health_weight,a_4_health_weighted,a_SENSITIVITY,b_1_1_Level_of_education,b_1_1_weight,b_1_1_weighted,b_1_2_Knowledge_of_rules,b_1_2_weight,b_1_2_weighted,b_1_3_Access_to_information,b_1_3_weight,b_1_3_weighted,b_1_learning_sum,b_1_learning_weight,b_1_learning_weighted,b_2_1_Material_style_of_life,b_2_1_weight,b_2_1_weighted,b_2_2_Community_infrastructures,b_2_2_weight,b_2_2_weighted,b_2_3_Access_to_credit,b_2_3_weight,b_2_3_weighted,b_2_Assets_sum,b_2_Assets_weight,b_2_Assets_weighted,b_3_1_Livelihood_multiplicity,b_3_1_weight,b_3_1_weighted,b_3_2_Adapt_to_live_without_fishing,b_3_2_weight,b_3_2_weighted,b_3_3_Gear,b_3_3_weight,b_3_3_weighted,b_3_4_Spatial_mobility,b_3_4_weight,b_3_4_weighted,b_3_Flexibility_sum,b_3_Flexibility_weight,b_3_Flexibility_weighted,b_4_1_Perceived_capacity_to_change,b_4_1_weight,b_4_1_weighted,b_4_2_Recognition_of_causality,b_4_2_weight,b_4_2_weighted,b_4_3_Level_of_participation,b_4_3_weight,b_4_3_weighted,b_4_agency_Sum,b_4_agency_weight,b_4_agency_weighted,b_5_1_Trust_in_organization,b_5_1_weight,b_5_1_weighted,b_5_2_Community_cohesion,b_5_2_weight,b_5_2_weighted,b_5_3_Linking_Social_capital,b_5_3_weight,b_5_3_weighted,b_5_organization_sum,b_5_Organization_weight,b_5_Organization_weighted,b_ADAPTIVE_CAPACITY,c_vulnerability_EQUAL_adaptive_capacity_MINUS_sensitivity,quadrant
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Andranoboka,E012,1,0.174,0.2474,0.98,0.324,0.2551,1,0.338,0.3001,0.1765,0.164,0.0339,0.8365,0.33,0.2698,0,0.257,0,0.1324,0.22,0.0272,0.75,0.233,0.1703,0.75,0.29,0.2589,0.4564,0.229,0.1071,1,0.302,0.3136,1,0.319,0.315,1,0.379,0.3715,1,0.178,0.1732,0.32,0.208,0.0732,0.4583,0.551,0.2268,0.75,0.241,0.2072,0.5072,0.263,0.1368,0.6868,0,0.378,0,1,0.28,0.2796,0,0.342,0,0.2796,0.241,0.0702,0.1323,0.334,0.0438,0.5,0.429619722,0.2148,0,0.23970222,0,0.2586,0.201948503,0.0522,0,0.38069361,0,0,0.214992669,0,0,0.20862622,0,0.25,0.195687501,0.0489,0.0489,0.213724639,0.0105,0.25,0.363267572,0.0908,0,0.309709252,0,0.0833,0.327023177,0.0273,0.1181,0.151246925,0.0179,0.75,0.325747012,0.2443,1,0.342611092,0.3426,0,0.331641896,0,0.5869,0.181907181,0.1068,0.2575,-0.4293159,q2
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Andranoboka,E013,1,0.174,0.2474,1,0.324,0.2603,1,0.338,0.3001,0.1176,0.164,0.0226,0.8304,0.33,0.2678,0,0.257,0,0.0882,0.22,0.0181,0.3333,0.233,0.0757,0.3333,0.29,0.1151,0.2089,0.229,0.049,1,0.302,0.3136,1,0.319,0.315,1,0.379,0.3715,1,0.178,0.1732,0.2,0.208,0.0458,0.4583,0.551,0.2268,0.75,0.241,0.2072,0.4798,0.263,0.1294,0.6194,0,0.378,0,1,0.28,0.2796,0,0.342,0,0.2796,0.241,0.0702,0.02,0.334,0.0066,0.5,0.429619722,0.2148,0,0.23970222,0,0.2214,0.201948503,0.0447,0.3333,0.38069361,0.1269,0,0.214992669,0,0,0.20862622,0,0.25,0.195687501,0.0489,0.1758,0.213724639,0.0376,0.75,0.363267572,0.2725,0,0.309709252,0,0.5,0.327023177,0.1635,0.436,0.151246925,0.0659,0.85,0.325747012,0.2769,1,0.342611092,0.3426,0,0.331641896,0,0.6195,0.181907181,0.1127,0.3311,-0.2882328,q2
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Andranoboka,E014,1,0.174,0.2474,0.99,0.324,0.2577,1,0.338,0.3001,0.0196,0.164,0.0038,0.8089,0.33,0.2609,1,0.257,0.22240481,0.0147,0.22,0.003,0.5,0.233,0.1135,0.5,0.29,0.1726,0.2892,0.229,0.0679,1,0.302,0.3136,1,0.319,0.315,1,0.379,0.3715,1,0.178,0.1732,0.38,0.208,0.087,0.4583,0.551,0.2268,0.75,0.241,0.2072,0.521,0.263,0.1405,0.6424,0,0.378,0,1,0.28,0.2796,0,0.342,0,0.2796,0.241,0.0702,0.0211,0.334,0.007,0.5,0.429619722,0.2148,0,0.23970222,0,0.2218,0.201948503,0.0448,0.3333,0.38069361,0.1269,0,0.214992669,0,0,0.20862622,0,0.25,0.195687501,0.0489,0.1758,0.213724639,0.0376,0.25,0.363267572,0.0908,0,0.309709252,0,0.0833,0.327023177,0.0273,0.1181,0.151246925,0.0179,0.85,0.325747012,0.2769,1,0.342611092,0.3426,0,0.331641896,0,0.6195,0.181907181,0.1127,0.2831,-0.3592761,q2
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Andranoboka,E015,1,0.174,0.2474,0.92,0.324,0.2395,1,0.338,0.3001,0.6275,0.164,0.1206,0.9076,0.33,0.2927,0,0.257,0,0.7206,0.22,0.1479,0.3333,0.233,0.0757,0.3333,0.29,0.1151,0.3387,0.229,0.0795,0,0.302,0,1,0.319,0.315,1,0.379,0.3715,0.6864,0.178,0.1189,0.62,0.208,0.1419,0.4583,0.551,0.2268,0.75,0.241,0.2072,0.5759,0.263,0.1553,0.6463,0,0.378,0,1,0.28,0.2796,0,0.342,0,0.2796,0.241,0.0702,0.0482,0.334,0.0159,0.5,0.429619722,0.2148,0,0.23970222,0,0.2307,0.201948503,0.0466,0.3333,0.38069361,0.1269,0,0.214992669,0,0.5,0.20862622,0.1043,0.25,0.195687501,0.0489,0.2801,0.213724639,0.0599,0.75,0.363267572,0.2725,0,0.309709252,0,0.4167,0.327023177,0.1363,0.4087,0.151246925,0.0618,0.75,0.325747012,0.2443,1,0.342611092,0.3426,0,0.331641896,0,0.5869,0.181907181,0.1068,0.3453,-0.3010766,q2
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Andranoboka,E016,1,0.174,0.2474,0.99,0.324,0.2577,1,0.338,0.3001,0.4118,0.164,0.0792,0.8843,0.33,0.2852,0,0.257,0,0.5588,0.22,0.1147,0.3333,0.233,0.0757,0.6667,0.29,0.2302,0.4206,0.229,0.0987,0,0.302,0,0,0.319,0,1,0.379,0.3715,0.3715,0.178,0.0643,0.4,0.208,0.0915,0.4583,0.551,0.2268,0.75,0.241,0.2072,0.5256,0.263,0.1417,0.5899,0,0.378,0,1,0.28,0.2796,0,0.342,0,0.2796,0.241,0.0702,0.0482,0.334,0.0159,0.5,0.429619722,0.2148,0,0.23970222,0,0.2307,0.201948503,0.0466,0.3333,0.38069361,0.1269,0.75,0.214992669,0.1612,0.25,0.20862622,0.0522,0.25,0.195687501,0.0489,0.3892,0.213724639,0.0832,0.75,0.363267572,0.2725,1,0.309709252,0.3097,0.5,0.327023177,0.1635,0.7457,0.151246925,0.1128,0.75,0.325747012,0.2443,1,0.342611092,0.3426,1,0.331641896,0.3316,0.9186,0.181907181,0.1671,0.4799,-0.110067,q1
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Andranoboka,E017,1,0.174,0.2474,0.99,0.324,0.2577,1,0.338,0.3001,0.6667,0.164,0.1281,0.9333,0.33,0.301,0,0.257,0,0.5,0.22,0.1026,0.5,0.233,0.1135,0.8333,0.29,0.2877,0.5039,0.229,0.1182,0,0.302,0,1,0.319,0.315,1,0.379,0.3715,0.6864,0.178,0.1189,0.78,0.208,0.1785,0.4583,0.551,0.2268,0.75,0.241,0.2072,0.6125,0.263,0.1652,0.7033,0,0.378,0,1,0.28,0.2796,0,0.342,0,0.2796,0.241,0.0702,0.1124,0.334,0.0372,0.5,0.429619722,0.2148,0,0.23970222,0,0.252,0.201948503,0.0509,0.3333,0.38069361,0.1269,0,0.214992669,0,0.5,0.20862622,0.1043,0.25,0.195687501,0.0489,0.2801,0.213724639,0.0599,0.75,0.363267572,0.2725,1,0.309709252,0.3097,0.4167,0.327023177,0.1363,0.7184,0.151246925,0.1087,0.85,0.325747012,0.2769,1,0.342611092,0.3426,0,0.331641896,0,0.6195,0.181907181,0.1127,0.4023,-0.3009593,q2
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Andranoboka,E018,1,0.174,0.2474,0.98,0.324,0.2551,1,0.338,0.3001,0.098,0.164,0.0188,0.8214,0.33,0.2649,0,0.257,0,0.0735,0.22,0.0151,0.6667,0.233,0.1514,0.8333,0.29,0.2877,0.4542,0.229,0.1066,0,0.302,0,1,0.319,0.315,1,0.379,0.3715,0.6864,0.178,0.1189,0.42,0.208,0.0961,0.4583,0.551,0.2268,0.75,0.241,0.2072,0.5301,0.263,0.143,0.6333,0,0.378,0,1,0.28,0.2796,0,0.342,0,0.2796,0.241,0.0702,0.0709,0.334,0.0234,0.5,0.429619722,0.2148,0,0.23970222,0,0.2383,0.201948503,0.0481,0.3333,0.38069361,0.1269,0,0.214992669,0,0.5,0.20862622,0.1043,0.25,0.195687501,0.0489,0.2801,0.213724639,0.0599,0.75,0.363267572,0.2725,1,0.309709252,0.3097,0.3333,0.327023177,0.109,0.6912,0.151246925,0.1045,0.85,0.325747012,0.2769,1,0.342611092,0.3426,0,0.331641896,0,0.6195,0.181907181,0.1127,0.3954,-0.2378834,q2
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Andranoboka,E019,1,0.174,0.2474,0.98,0.324,0.2551,1,0.338,0.3001,0,0.164,0,0.8026,0.33,0.2588,0,0.257,0,0,0.22,0,0.5,0.233,0.1135,0.5,0.29,0.1726,0.2862,0.229,0.0671,0,0.302,0,1,0.319,0.315,0,0.379,0,0.315,0.178,0.0545,0.18,0.208,0.0412,0.4583,0.551,0.2268,0.75,0.241,0.2072,0.4752,0.263,0.1282,0.5087,0.25,0.378,0.0946,1,0.28,0.2796,0,0.342,0,0.3742,0.241,0.094,0.1699,0.334,0.0562,0.5,0.429619722,0.2148,0,0.23970222,0,0.271,0.201948503,0.0547,0.3333,0.38069361,0.1269,0,0.214992669,0,0.5,0.20862622,0.1043,0.25,0.195687501,0.0489,0.2801,0.213724639,0.0599,0.75,0.363267572,0.2725,1,0.309709252,0.3097,0.4167,0.327023177,0.1363,0.7184,0.151246925,0.1087,0.85,0.325747012,0.2769,1,0.342611092,0.3426,1,0.331641896,0.3316,0.9511,0.181907181,0.173,0.4903,-0.0184196,q4
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Andranoboka,E020,1,0.174,0.2474,0.99,0.324,0.2577,1,0.338,0.3001,0.3922,0.164,0.0754,0.8806,0.33,0.284,1,0.257,0.22240481,0.5441,0.22,0.1117,0.75,0.233,0.1703,0.75,0.29,0.2589,0.5409,0.229,0.1269,0,0.302,0,1,0.319,0.315,0,0.379,0,0.315,0.178,0.0545,0.38,0.208,0.087,0.2083,0.551,0.1031,0.75,0.241,0.2072,0.3973,0.263,0.1071,0.5726,0,0.378,0,1,0.28,0.2796,0,0.342,0,0.2796,0.241,0.0702,0.0619,0.334,0.0205,0.5,0.429619722,0.2148,0,0.23970222,0,0.2353,0.201948503,0.0475,0.3333,0.38069361,0.1269,0,0.214992669,0,0.25,0.20862622,0.0522,0.25,0.195687501,0.0489,0.228,0.213724639,0.0487,0.75,0.363267572,0.2725,0,0.309709252,0,0.25,0.327023177,0.0818,0.3542,0.151246925,0.0536,0.85,0.325747012,0.2769,1,0.342611092,0.3426,0,0.331641896,0,0.6195,0.181907181,0.1127,0.3327,-0.2398688,q2
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Andranoboka,E021,1,0.174,0.2474,0.98,0.324,0.2551,1,0.338,0.3001,0.3137,0.164,0.0603,0.8629,0.33,0.2783,0,0.257,0,0.4853,0.22,0.0996,0.3333,0.233,0.0757,0.3333,0.29,0.1151,0.2904,0.229,0.0681,0,0.302,0,1,0.319,0.315,1,0.379,0.3715,0.6864,0.178,0.1189,0.3,0.208,0.0687,0.4583,0.551,0.2268,0.25,0.241,0.0691,0.3645,0.263,0.0983,0.5636,0,0.378,0,1,0.28,0.2796,1,0.342,0.342,0.6216,0.241,0.1561,0.4561,0.334,0.1508,0.5,0.429619722,0.2148,0,0.23970222,0,0.3656,0.201948503,0.0738,0.3333,0.38069361,0.1269,0,0.214992669,0,0.25,0.20862622,0.0522,0.75,0.195687501,0.1468,0.3258,0.213724639,0.0696,0.25,0.363267572,0.0908,1,0.309709252,0.3097,0.3333,0.327023177,0.109,0.5095,0.151246925,0.0771,0.85,0.325747012,0.2769,0.6667,0.342611092,0.2284,0,0.331641896,0,0.5053,0.181907181,0.0919,0.4686,-0.0950173,q1
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Andranoboka,E022,1,0.174,0.2474,0.99,0.324,0.2577,1,0.338,0.3001,0.2549,0.164,0.049,0.8542,0.33,0.2755,1,0.257,0.22240481,0.4412,0.22,0.0906,0.3333,0.233,0.0757,0.3333,0.29,0.1151,0.2813,0.229,0.066,0,0.302,0,1,0.319,0.315,0,0.379,0,0.315,0.178,0.0545,0.24,0.208,0.0549,0.3333,0.551,0.165,0.75,0.241,0.2072,0.4271,0.263,0.1152,0.5112,0,0.378,0,1,0.28,0.2796,0,0.342,0,0.2796,0.241,0.0702,0.97,0.334,0.3208,0.5,0.429619722,0.2148,0,0.23970222,0,0.5356,0.201948503,0.1082,0.3333,0.38069361,0.1269,0,0.214992669,0,0.25,0.20862622,0.0522,0.25,0.195687501,0.0489,0.228,0.213724639,0.0487,0.75,0.363267572,0.2725,1,0.309709252,0.3097,0.4167,0.327023177,0.1363,0.7184,0.151246925,0.1087,0.85,0.325747012,0.2769,1,0.342611092,0.3426,0,0.331641896,0,0.6195,0.181907181,0.1127,0.4485,-0.0627553,q4
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Andranoboka,E023,1,0.174,0.2474,0.95,0.324,0.2473,1,0.338,0.3001,0.1961,0.164,0.0377,0.8325,0.33,0.2685,0,0.257,0,0.1471,0.22,0.0302,0.625,0.233,0.1419,0.75,0.29,0.2589,0.431,0.229,0.1011,0,0.302,0,1,0.319,0.315,1,0.379,0.3715,0.6864,0.178,0.1189,0.18,0.208,0.0412,0.4583,0.551,0.2268,0.75,0.241,0.2072,0.4752,0.263,0.1282,0.6166,0.25,0.378,0.0946,1,0.28,0.2796,0.8,0.342,0.2736,0.6478,0.241,0.1627,0.39,0.334,0.129,0.5,0.429619722,0.2148,0,0.23970222,0,0.3438,0.201948503,0.0694,0.3333,0.38069361,0.1269,0,0.214992669,0,0,0.20862622,0,0.25,0.195687501,0.0489,0.1758,0.213724639,0.0376,0.25,0.363267572,0.0908,0,0.309709252,0,0.25,0.327023177,0.0818,0.1726,0.151246925,0.0261,0.85,0.325747012,0.2769,1,0.342611092,0.3426,0,0.331641896,0,0.6195,0.181907181,0.1127,0.4085,-0.2081337,q2
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Majunga_II,Besakoa,E024,1,0.174,0.2474,0.94,0.324,0.2447,1,0.338,0.3001,0.2941,0.164,0.0565,0.8487,0.33,0.2737,0,0.257,0,0.2206,0.22,0.0453,0.5,0.233,0.1135,0.5,0.29,0.1726,0.3314,0.229,0.0778,0,0.302,0,0,0.319,0,1,0.379,0.3715,0.3715,0.178,0.0643,0.62,0.208,0.1419,0.0833,0.551,0.0412,0.25,0.241,0.0691,0.2522,0.263,0.068,0.4838,0,0.378,0,1,0.28,0.2796,1,0.342,0.342,0.6216,0.241,0.1561,0.496,0.334,0.164,0.75,0.429619722,0.3222,0,0.23970222,0,0.4862,0.201948503,0.0982,0.6667,0.38069361,0.2538,1,0.214992669,0.215,0.25,0.20862622,0.0522,0.75,0.195687501,0.1468,0.6677,0.213724639,0.1427,0.75,0.363267572,0.2725,1,0.309709252,0.3097,0.4167,0.327023177,0.1363,0.7184,0.151246925,0.1087,0.75,0.325747012,0.2443,1,0.342611092,0.3426,0,0.331641896,0,0.5869,0.181907181,0.1068,0.6125,0.1286277,q4
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Majunga_II,Besakoa,E025,1,0.174,0.2474,0.97,0.324,0.2525,1,0.338,0.3001,0.4706,0.164,0.0905,0.8904,0.33,0.2872,0,0.257,0,0.6029,0.22,0.1238,0.75,0.233,0.1703,0.75,0.29,0.2589,0.553,0.229,0.1298,0,0.302,0,0,0.319,0,1,0.379,0.3715,0.3715,0.178,0.0643,0.46,0.208,0.1053,0.3333,0.551,0.165,0.75,0.241,0.2072,0.4774,0.263,0.1288,0.61,0,0.378,0,1,0.28,0.2796,0.8,0.342,0.2736,0.5532,0.241,0.1389,0.2527,0.334,0.0835,0.75,0.429619722,0.3222,0,0.23970222,0,0.4058,0.201948503,0.0819,0.3333,0.38069361,0.1269,0.75,0.214992669,0.1612,0.75,0.20862622,0.1565,0.25,0.195687501,0.0489,0.4935,0.213724639,0.1055,0.25,0.363267572,0.0908,0,0.309709252,0,0.25,0.327023177,0.0818,0.1726,0.151246925,0.0261,0.75,0.325747012,0.2443,1,0.342611092,0.3426,0,0.331641896,0,0.5869,0.181907181,0.1068,0.4592,-0.1507748,q1
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Majunga_II,Besakoa,E026,1,0.174,0.2474,0.97,0.324,0.2525,1,0.338,0.3001,0.3529,0.164,0.0678,0.8678,0.33,0.2799,0,0.257,0,0.5147,0.22,0.1057,0.6667,0.233,0.1514,0.6667,0.29,0.2302,0.4872,0.229,0.1143,0,0.302,0,0,0.319,0,1,0.379,0.3715,0.3715,0.178,0.0643,0.34,0.208,0.0778,0.4583,0.551,0.2268,0.5,0.241,0.1381,0.4428,0.263,0.1194,0.5779,0.25,0.378,0.0946,1,0.28,0.2796,0,0.342,0,0.3742,0.241,0.094,0.0918,0.334,0.0303,0.75,0.429619722,0.3222,0,0.23970222,0,0.3526,0.201948503,0.0712,0.3333,0.38069361,0.1269,0.75,0.214992669,0.1612,0,0.20862622,0,0.5,0.195687501,0.0978,0.386,0.213724639,0.0825,0.75,0.363267572,0.2725,1,0.309709252,0.3097,0.25,0.327023177,0.0818,0.6639,0.151246925,0.1004,0.75,0.325747012,0.2443,1,0.342611092,0.3426,1,0.331641896,0.3316,0.9186,0.181907181,0.1671,0.5152,-0.0627417,q1
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Majunga_II,Besakoa,E027,1,0.174,0.2474,0.97,0.324,0.2525,1,0.338,0.3001,0.2745,0.164,0.0528,0.8527,0.33,0.275,0,0.257,0,0.2059,0.22,0.0423,0.5556,0.233,0.1262,0.6667,0.29,0.2302,0.3986,0.229,0.0935,0,0.302,0,0,0.319,0,1,0.379,0.3715,0.3715,0.178,0.0643,0.74,0.208,0.1694,0.3333,0.551,0.165,0.25,0.241,0.0691,0.4034,0.263,0.1088,0.5417,0,0.378,0,1,0.28,0.2796,1,0.342,0.342,0.6216,0.241,0.1561,0.073,0.334,0.0241,0.75,0.429619722,0.3222,0,0.23970222,0,0.3464,0.201948503,0.0699,0.3333,0.38069361,0.1269,0.75,0.214992669,0.1612,0,0.20862622,0,0.75,0.195687501,0.1468,0.4349,0.213724639,0.093,0.75,0.363267572,0.2725,0,0.309709252,0,0.6667,0.327023177,0.218,0.4905,0.151246925,0.0742,0.75,0.325747012,0.2443,1,0.342611092,0.3426,1,0.331641896,0.3316,0.9186,0.181907181,0.1671,0.5603,0.0186501,q4
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Majunga_II,Besakoa,E028,1,0.174,0.2474,0.98,0.324,0.2551,1,0.338,0.3001,0.1176,0.164,0.0226,0.8252,0.33,0.2661,0,0.257,0,0.3382,0.22,0.0694,0.4286,0.233,0.0973,0.5714,0.29,0.1973,0.364,0.229,0.0854,0,0.302,0,0,0.319,0,1,0.379,0.3715,0.3715,0.178,0.0643,0.6,0.208,0.1373,0.0833,0.551,0.0412,0.25,0.241,0.0691,0.2476,0.263,0.0668,0.4827,0.25,0.378,0.0946,1,0.28,0.2796,0,0.342,0,0.3742,0.241,0.094,0.1416,0.334,0.0468,0.75,0.429619722,0.3222,0,0.23970222,0,0.369,0.201948503,0.0745,0,0.38069361,0,0.75,0.214992669,0.1612,0.25,0.20862622,0.0522,0.75,0.195687501,0.1468,0.3602,0.213724639,0.077,1,0.363267572,0.3633,0,0.309709252,0,0.8333,0.327023177,0.2725,0.6358,0.151246925,0.0962,0.75,0.325747012,0.2443,1,0.342611092,0.3426,1,0.331641896,0.3316,0.9186,0.181907181,0.1671,0.5087,0.0260844,q4
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Majunga_II,Besakoa,E029,1,0.174,0.2474,0.96,0.324,0.2499,1,0.338,0.3001,0.1765,0.164,0.0339,0.8313,0.33,0.2681,1,0.257,0.22240481,0.1324,0.22,0.0272,0.625,0.233,0.1419,0.75,0.29,0.2589,0.428,0.229,0.1004,1,0.302,0.3136,0,0.319,0,1,0.379,0.3715,0.685,0.178,0.1186,0.32,0.208,0.0732,0.3333,0.551,0.165,0.25,0.241,0.0691,0.3073,0.263,0.0829,0.57,0.25,0.378,0.0946,1,0.28,0.2796,0,0.342,0,0.3742,0.241,0.094,0.2474,0.334,0.0818,0.75,0.429619722,0.3222,0,0.23970222,0,0.404,0.201948503,0.0816,0.3333,0.38069361,0.1269,0.75,0.214992669,0.1612,0.25,0.20862622,0.0522,0.75,0.195687501,0.1468,0.4871,0.213724639,0.1041,0.75,0.363267572,0.2725,1,0.309709252,0.3097,0.25,0.327023177,0.0818,0.6639,0.151246925,0.1004,0.75,0.325747012,0.2443,1,0.342611092,0.3426,1,0.331641896,0.3316,0.9186,0.181907181,0.1671,0.5472,-0.0228415,q1
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Majunga_II,Besakoa,E030,1,0.174,0.2474,0.98,0.324,0.2551,1,0.338,0.3001,0.098,0.164,0.0188,0.8214,0.33,0.2649,1,0.257,0.22240481,0.0735,0.22,0.0151,0.6667,0.233,0.1514,0.7778,0.29,0.2685,0.435,0.229,0.1021,1,0.302,0.3136,0,0.319,0,0,0.379,0,0.3136,0.178,0.0543,0.36,0.208,0.0824,0.3333,0.551,0.165,0.25,0.241,0.0691,0.3164,0.263,0.0853,0.5066,0,0.378,0,1,0.28,0.2796,1,0.342,0.342,0.6216,0.241,0.1561,0.496,0.334,0.164,0.75,0.429619722,0.3222,0,0.23970222,0,0.4862,0.201948503,0.0982,0.3333,0.38069361,0.1269,0.75,0.214992669,0.1612,0.25,0.20862622,0.0522,0.75,0.195687501,0.1468,0.4871,0.213724639,0.1041,0.75,0.363267572,0.2725,1,0.309709252,0.3097,0.3333,0.327023177,0.109,0.6912,0.151246925,0.1045,0.65,0.325747012,0.2117,1,0.342611092,0.3426,1,0.331641896,0.3316,0.886,0.181907181,0.1612,0.6241,0.1175079,q4
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Majunga_II,Besakoa,E031,1,0.174,0.2474,0.9,0.324,0.2343,1,0.338,0.3001,0.1765,0.164,0.0339,0.8157,0.33,0.2631,0,0.257,0,0.1324,0.22,0.0272,0,0.233,0,0.5,0.29,0.1726,0.1998,0.229,0.0469,1,0.302,0.3136,1,0.319,0.315,1,0.379,0.3715,1,0.178,0.1732,0.12,0.208,0.0275,0.0833,0.551,0.0412,0.5,0.241,0.1381,0.2068,0.263,0.0558,0.5389,0,0.378,0,1,0.28,0.2796,0,0.342,0,0.2796,0.241,0.0702,0.0801,0.334,0.0265,0.75,0.429619722,0.3222,0,0.23970222,0,0.3487,0.201948503,0.0704,0.3333,0.38069361,0.1269,0,0.214992669,0,0.25,0.20862622,0.0522,0.5,0.195687501,0.0978,0.2769,0.213724639,0.0592,0.75,0.363267572,0.2725,0,0.309709252,0,0.4167,0.327023177,0.1363,0.4087,0.151246925,0.0618,0.75,0.325747012,0.2443,1,0.342611092,0.3426,0,0.331641896,0,0.5869,0.181907181,0.1068,0.3684,-0.1704877,q3
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Besakoa,E032,1,0.174,0.2474,0.96,0.324,0.2499,1,0.338,0.3001,0.1961,0.164,0.0377,0.8351,0.33,0.2693,0,0.257,0,0.1471,0.22,0.0302,0.4545,0.233,0.1032,0.6364,0.29,0.2197,0.3531,0.229,0.0829,1,0.302,0.3136,0,0.319,0,1,0.379,0.3715,0.685,0.178,0.1186,0.72,0.208,0.1648,0.3333,0.551,0.165,0.25,0.241,0.0691,0.3988,0.263,0.1075,0.5783,0.25,0.378,0.0946,1,0.28,0.2796,0.2,0.342,0.0684,0.4426,0.241,0.1112,0.1866,0.334,0.0617,0.75,0.429619722,0.3222,0,0.23970222,0,0.3839,0.201948503,0.0775,0.3333,0.38069361,0.1269,0.75,0.214992669,0.1612,0.25,0.20862622,0.0522,0.75,0.195687501,0.1468,0.4871,0.213724639,0.1041,0.25,0.363267572,0.0908,0,0.309709252,0,0.4167,0.327023177,0.1363,0.2271,0.151246925,0.0343,0.8,0.325747012,0.2606,1,0.342611092,0.3426,0,0.331641896,0,0.6032,0.181907181,0.1097,0.4369,-0.1414787,q2
